tick,delta_ns
133,202111125.01812094
134,203452356.16119692
135,198250977.23202515
136,200788173.60862142
137,200898944.34822026
138,201869936.5558275
139,201877173.98269367
140,202039553.7003825
141,203536705.79455888
142,200853791.7557258
143,203333739.57265872
144,200775802.702713
145,200657479.29051882
146,202942044.87566456
147,202411570.92060056
148,199029162.34231263
149,206149307.8685494
150,198778818.82691795
151,198830899.3277754
152,203405516.65110475
153,202124959.65938708
154,202265523.53477588
155,199848613.9571941
156,198088152.86592552
157,201119149.95612463
158,200526871.09354195
159,201345372.61150214
160,201429217.6346874
161,203829380.41276506
162,199889261.10311505
163,197106874.04835385
164,201242166.59314257
165,198296554.0754396
166,195829190.41400513
167,204537664.7814544
168,202715451.37159097
169,200559524.00393572
170,200038200.9521613
171,205824335.58382657
172,202953138.66286263
173,204029258.0889825
174,202242120.26823533
175,199843974.34986258
176,201354129.88926125
177,198851329.77913082
178,205934398.58512947
179,199303171.84438807
180,198838314.53225836
181,198752789.28823856
182,203960308.50101689
183,197953036.6720953
184,202002444.97147882
185,202120113.90882826
186,200055379.2981961
187,206192921.50522584
188,200980545.5306184
189,202735876.89022335
190,199410081.96191773
191,200535944.54608113
192,203680381.27272385
193,200066467.89768726
194,201863783.71726426
195,202894676.5033247
196,201567576.20330983
197,200915312.53321356
198,201345532.49485138
199,197051796.02583882
200,201353666.43994647
201,204391761.74162617
202,204833898.3149309
203,203484801.96951905
204,202462753.818546
205,202365596.81951037
206,200149864.53280184
207,202960336.70215032
208,204235580.8088832
209,200214678.707186
210,198614080.82676762
211,201515902.63609448
212,203815452.1286917
213,200097943.4306089
214,201568745.02042532
215,202709572.95131427
216,203575171.83594847
217,202955077.93508762
218,199624669.68839157
219,202317498.98107892
220,200258741.80364537
221,201300973.18892184
222,202843661.9718619
223,198073233.38244122
224,202183027.12856883
225,198782753.88123965
226,200562084.53563836
227,204484169.13797167
228,204561540.05751017
229,199411215.3403258
230,199583353.61414418
231,198168388.60700172
232,199879163.9960801
233,205196163.6576627
234,201716332.28751293
235,199677146.75285447
236,202317069.89489442
237,199132488.51303947
238,201334104.39926645
239,203225766.28540847
240,199110252.6807344
241,202042894.27924788
242,204477494.18842345
243,204161842.2913575
244,200034180.83759448
245,203461830.9621252
246,198761542.80359083
247,198768668.24221703
248,205351704.06052795
249,199114603.34802717
250,199772682.3327489
251,200872634.33394226
252,201587247.9959128
253,203863692.15867627
254,203058023.9637901
255,204487327.56781656
256,203501690.2909153
257,201569330.66905525
258,199342559.52975345
259,201349701.66677696
260,200100987.8245123
261,199335252.80817956
262,200654467.4272432
263,288347222.9449904
264,202948487.39985466
265,202959461.7708828
266,199728622.9207125
267,201441086.6825598
268,201686748.1206157
269,201773639.23235208
270,202697533.24472353
271,282336166.41463345
272,201822287.16263643
273,203331017.44577578
274,202101820.22493985
275,203164883.8828908
276,196276955.0902771
277,199799289.73700404
278,201488361.82078883
279,198888266.38500077
280,199678039.67485297
281,197441472.46726614
282,203092625.3280564
283,201343208.4598215
284,199813644.7074909
285,204023383.0498731
286,200459263.07564518
287,203098980.5729769
288,202026920.00785944
289,202406515.80390203
290,196634997.34040922
291,201028764.60889858
292,200344186.73661146
293,203246333.12554047
294,207522238.77681133
295,204630871.55525285
296,205111565.61542413
297,198450236.02078503
298,201662588.63077742
299,202073063.14339447
300,198879817.8186515
301,201869662.32804272
302,203462804.2218813
303,202054684.4150704
304,202869889.28406087
305,205076350.38653454
306,200645054.01021895
307,205866809.44135877
308,199404222.78455877
309,201363823.136166
310,202082949.0405124
311,200787995.42135766
312,199147446.0348919
313,203701780.91578436
314,205523984.85334906
315,202452806.83335033
316,201785901.92339182
317,200669615.74538678
318,202301834.02755278
319,203034749.09241623
320,201365302.36164707
321,200728576.2863356
322,196593151.51007277
323,202200596.6445667
324,204525840.79676402
325,201452052.72438037
326,198334869.79291028
327,199486576.65033665
328,197873728.5405591
329,198113798.36055836
330,205141541.12304682
331,202400231.64330485
332,201524409.00856736
333,196975429.2472205
334,202519348.8093793
335,203229010.03172582
336,203693606.31279317
337,199880568.00402436
338,198589551.6913792
339,204845573.25727662
340,204082359.87706462
341,200482164.4775348
342,202785676.5519151
343,205186380.01099828
344,202300408.2803633
345,202687567.8889618
346,203569303.7899426
347,202852038.28459185
348,201000668.35033923
349,201718996.03496048
350,198168933.96046504
351,198325719.0097692
352,206270115.58829105
353,199733768.75968024
354,197800637.4300794
355,204475824.18029097
356,205164278.5809754
357,198526936.60242584
358,201654351.34571669
359,201306417.76729238
360,200607346.16302806
361,199747963.9068427
362,199740104.5928131
363,199358523.94549775
364,202953579.7238833
365,201198638.48596033
366,202453585.0824409
367,201887011.34084085
368,201701757.59169883
369,199689917.43603358
370,200117581.41857386
371,270688321.3097673
372,201592741.4945824
373,198866182.28780824
374,199782698.43416795
375,203804149.99818605
376,199625956.00554493
377,201917731.12957323
378,198511632.81734085
379,203982197.5206819
380,204637354.56034482
381,201441005.80141032
382,201330049.36295965
383,202653242.2049178
384,201635452.2548938
385,282353286.0438185
386,203623754.34757006
387,200764960.16755563
388,203411078.82327753
389,204015786.02738506
390,199642355.27490252
391,201544870.26826155
392,201823268.04802528
393,197030048.50675547
394,199834000.53756347
395,201794634.39670438
396,198685954.94260868
397,203105380.76334167
398,204679492.9091203
399,205250291.75244576
400,206081990.68858027
401,200661165.74210137
402,264972106.43953288
403,202101339.78277984
404,198874491.3476906
405,199859676.523743
406,271948889.3499228
407,198336611.78938922
408,200681119.00218433
409,200814641.26691964
410,207820676.29178497
411,201526754.4986648
412,203753155.42041463
413,202345580.7699414
414,200230123.04719603
415,199497558.91942698
416,200869157.5999129
417,200626372.6975882
418,202279303.80005366
419,203978094.4439897
420,200403376.36878228
421,200743224.23964083
422,199437671.5158584
423,200516519.1317723
424,213428891.94041225
425,228132350.73624766
426,215694665.4260204
427,228589531.0701558
428,240166771.6991883
429,220788884.65526938
430,215229783.79311067
431,234665845.77440873
432,216278150.19794363
433,217242292.3356037
434,226949731.37965417
435,231630354.91596422
436,238955439.63714665
437,212773642.94413924
438,234363800.6751253
439,225072376.15628138
440,240650506.58658564
441,227879484.71253946
442,230924304.7570085
443,221067425.79191613
444,220414531.4720817
445,236721881.47702292
446,224917524.28122586
447,228122825.1938566
448,238385722.36298153
449,235403824.40587655
450,227935365.2311606
451,211869963.61817
452,224777327.034517
453,259359788.57002652
454,254772478.3916423
455,235946520.97942188
456,235960348.20113838
457,254598881.71367005
458,263119382.77789932
459,242140735.7665759
460,253092050.4968998
461,244646674.54892078
462,270876853.2648511
463,249362156.13235477
464,252055204.15737066
465,271099209.13286626
466,253852856.881327
467,252998560.30728477
468,222936483.84636715
469,235175661.8401008
470,222409641.59203893
471,213723638.75526804
472,240450367.7020471
473,232309949.04169294
474,232452504.43300936
475,215122028.03783435
476,292603246.0883255
477,223447432.16167387
478,218835562.55060983
479,231999861.85905924
480,220514361.05733922
481,231910648.7034524
482,203046609.2299382
483,199256587.1686005
484,198339906.7450231
485,199212892.59923568
486,202035613.47293922
487,201012959.24531075
488,200723569.1528276
489,204972160.67730907
490,204107582.6739692
491,197889833.4122779
492,196939169.51489475
493,200105469.13071418
494,202508296.34556296
495,202764469.5691122
496,200519253.30457962
497,197508980.8489318
498,205317763.56101063
499,199980392.73399106
500,201686712.82310236
501,201387567.5033127
502,255632497.10270512
503,203517901.88477084
504,204551442.25495034
505,198568070.7725684
506,196352196.6820767
507,200446025.59713253
508,202488720.14413586
509,202097120.70523965
510,202033903.67813256
511,203388031.5950279
512,203294118.2112221
513,200300424.629666
514,198125601.6637114
515,200813608.9665928
516,204152215.81894326
517,199996574.35235947
518,204427008.8995988
519,202637802.47385827
520,205570566.059021
521,202303857.59010845
522,196884384.36424693
523,205756039.32713413
524,201622678.277288
525,201485705.3742495
526,204496409.5634476
527,200519773.488329
528,198967883.72251102
529,201523207.5381674
530,202851201.45564967
531,201012830.95276535
532,205289095.06522742
533,200041396.91525126
534,200361797.3532932
535,197922968.9537556
536,205356097.1350283
537,205252553.67951885
538,200611632.23815393
539,200032578.1587497
540,197344451.56558025
541,204620542.90963
542,202736900.0166724
543,202623502.59860143
544,201346861.13407326
545,203087107.11914426
546,201806190.10431936
547,198768955.0521193
548,199424729.2112829
549,202173366.06056702
550,198702918.74316102
551,203489018.19390205
552,199887744.805266
553,200709040.96381712
554,200556586.72770572
555,200590397.4422184
556,203674379.2457239
557,199515360.4336194
558,199768670.3268586
559,198809766.7818903
560,200171013.80784658
561,198776022.52157137
562,202619173.6843572
563,201419092.43100625
564,205856132.0878532
565,200697744.80215737
566,203107362.03470173
567,200477098.37332746
568,199750476.4546832
569,202544505.01575038
570,203120312.34824586
571,203713498.9440906
572,202618439.14180648
573,202111986.63712755
574,205340970.29430756
575,201060842.18851098
576,200253716.61784616
577,280423801.120881
578,199226767.21463448
579,199883779.72826266
580,204974787.71723208
581,198797103.79898608
582,204564772.92022374
583,198691174.57255277
584,203528754.93667325
585,196127142.4639357
586,205582264.96592608
587,199919656.37557873
588,201760988.68251255
589,202407076.56754035
590,199794224.31096408
591,205652322.77419552
592,204736452.2941422
593,200696062.29530346
594,203373902.1488133
595,203350310.83949018
596,200512191.91306216
597,203407171.72926366
598,203015196.11203817
599,200441827.85295993
600,199756571.65258792
601,202345832.34621063
602,200672100.7275531
603,202475143.78233266
604,200546129.47694346
605,204070695.5966196
606,203088860.00900996
607,205744391.36386478
608,204187146.91196036
609,203052410.0554009
610,199627282.09808463
611,200058736.43917766
612,202161475.93579137
613,204907482.43759495
614,202891812.38743082
615,202303038.1011524
616,199898096.43870637
617,203657559.68141022
618,202477431.28056726
619,198497049.25170666
620,204569740.66853762
621,197728968.8833573
622,200025249.82811585
623,201137325.2705937
624,202725621.79406694
625,200590160.24884164
626,200155981.11109847
627,200507701.99043334
628,203783059.88246012
629,200500714.80192667
630,206483170.96269026
631,201571311.26365834
632,199968839.23054782
633,201011067.48758337
634,199895303.78889182
635,202639630.76407704
636,200444031.94659224
637,201269686.57332146
638,200262327.6390406
639,204948739.25083864
640,197792731.2202535
641,200345873.84685293
642,201429319.4660503
643,201155390.53374216
644,201516762.14478433
645,202752120.92611215
646,201783194.3952203
647,201532855.31735405
648,199154711.11365053
649,202746836.26135513
650,199328953.21327785
651,197691488.72165796
652,203737586.97085243
653,200768042.50337535
654,199973537.30598897
655,199460050.05727097
656,200242047.95309296
657,201012206.94447228
658,201614407.2833122
659,201188344.3184241
660,201319482.89491755
661,202365768.58667722
662,206814480.6297058
663,203810675.8849767
664,202271557.14439124
665,201791353.46671385
666,202447681.94296303
667,203014648.19374546
668,201180354.74112254
669,203896040.83237508
670,203273610.67494613
671,200687403.9921605
672,200505070.32445157
673,202703135.43265647
674,204163328.58839235
675,199527276.02375317
676,202425528.87525627
677,201777401.6841612
678,200890505.61760443
679,200959536.55176336
680,204645578.81542084
681,203159657.37053776
682,201833399.5501264
683,200099554.2452793
684,202968911.30784196
685,201805083.49071795
686,200528651.8147426
687,200661225.37162453
688,202797792.44222605
689,198455900.3998495
690,201142364.16474873
691,200502649.30588678
692,199876157.1171212
693,293849189.4366517
694,200221384.757378
695,202276830.99930304
696,201086543.55248785
697,201665710.0831696
698,201154651.2824172
699,207672298.54585937
700,201222311.46190828
701,199272332.24647146
702,198799015.3543647
703,198497506.23607624
704,200701352.408361
705,200173631.32064018
706,201360426.9608087
707,204573914.85217282
708,200314871.1216841
709,202356744.45594364
710,201106299.5408528
711,202891918.92719868
712,202407128.53263837
713,201642565.03937247
714,200797306.74143916
715,205861042.92513698
716,201717641.6764211
717,199034808.32908767
718,200005077.65042436
719,198590996.2072325
720,200337298.68270665
721,198603016.21808812
722,204004887.09309968
723,206123512.00626937
724,201533183.62448043
725,199431795.9575036
726,200038093.0651961
727,198851706.29292902
728,198376677.43628436
729,201659563.25541764
730,204002594.89542973
731,201162263.7560941
732,198336879.7353198
733,205984535.8574699
734,197974616.5955469
735,203230710.91280505
736,204701126.96426788
737,203392100.3786569
738,202501665.51604542
739,196733363.94214186
740,202855332.92624646
741,200905531.91685528
742,200288599.7115594
743,198068209.87271556
744,199247032.98902392
745,199240468.60773784
746,205327189.250739
747,199661561.69135576
748,198874209.8328132
749,196483282.8474866
750,204758168.1224406
751,202433484.87061363
752,199484309.22199064
753,195787612.9737188
754,200706289.7258282
755,199863477.6591924
756,206817279.3290828
757,199282913.30163452
758,202810079.84170946
759,199158849.80002174
760,200891440.91324085
761,204022489.74876058
762,199828284.65611988
763,199417471.19557598
764,202874930.39839175
765,202881662.75878596
766,202134477.4834099
767,203372291.08136716
768,200858366.8489553
769,203060252.21012717
770,199264868.80674666
771,200619042.34737393
772,201123322.4043699
773,197937714.90498087
774,201217544.40778315
775,203010332.3196098
776,197870239.08565986
777,200173131.19899774
778,200679039.43152666
779,207998704.84934148
780,204007648.22479758
781,199540338.66095072
782,197854118.8198122
783,200524462.31552345
784,201619195.2918189
785,203429874.99444363
786,200749609.4641222
787,202563168.75478846
788,204084281.846068
789,200631959.43705752
790,202380602.78582713
791,200422210.85981983
792,201856297.6806347
793,198006014.23543325
794,202584944.2985176
795,203103375.83814394
796,202366837.93465087
797,201054254.30801448
798,203139919.02725512
799,200577721.98666352
800,201383085.7408945
801,198856999.548409
802,202447934.2925872
803,200100539.0084646
804,201157648.5345525
805,201209004.05813533
806,201849963.16650045
807,202090064.38839817
808,202490470.83085862
809,201461748.2591179
810,203694898.89313442
811,202333065.83605242
812,202691464.98966676
813,200402940.20676658
814,203488010.57873312
815,204043842.35392487
816,200904584.92677084
817,201854770.42048603
818,200174905.9933604
819,197716839.04376465
820,201309979.8048127
821,203594802.245868
822,203285506.15809134
823,201142419.5327329
824,202790056.25072473
825,202227412.76691008
826,203520922.94575492
827,203202480.0550522
828,206184730.00527087
829,203651636.66974702
830,196846084.92305943
831,200703965.07846656
832,201901939.41887873
833,201573327.14246532
834,199287094.85334983
835,202131503.1298956
836,200638551.658507
837,197708118.49283707
838,201948294.10357755
839,203870137.65754974
840,203522991.49348804
841,203240153.17223197
842,202380202.47765163
843,198531887.75001308
844,204025322.24221286
845,201352531.89978334
846,199240940.7341133
847,201213991.5689313
848,204904900.8161726
849,202501200.01782942
850,201625744.63999733
851,199449423.7511961
852,205554446.46590605
853,203578421.3643914
854,205456500.07093346
855,270975268.4520695
856,199746616.99051467
857,203010343.2248461
858,202045855.6173493
859,198277807.83707157
860,202329594.46332577
861,200992419.12054318
862,196906957.55249542
863,202688089.2430067
864,200852117.57111138
865,201784812.88660058
866,202225404.77232948
867,201958900.2282684
868,202229713.79499012
869,199090809.10294133
870,203361262.71367604
871,200303320.02114537
872,199824451.85435477
873,201510089.02925366
874,203174945.96507937
875,199016167.4059727
876,202604977.85547718
877,199827158.40252122
878,205674047.60550103
879,269235048.5719974
880,202005172.06328577
881,203787027.87008694
882,200498476.8379268
883,203036229.22919682
884,202014149.87427872
885,200698262.7869662
886,202073077.1725175
887,202333401.40866262
888,203350751.6036742
889,202315374.69661036
890,201934116.73009968
891,202041173.3057908
892,203920412.1803766
893,197911922.3352479
894,198581175.04519814
895,199197671.28795773
896,201514757.78562385
897,197221764.4668276
898,198800074.08486578
899,202060676.63049126
900,202790645.13307878
901,197637566.908689
902,202242313.9632785
903,204586216.12160707
904,205701317.56605092
905,202171160.2682583
906,201699673.83835158
907,202422543.5726102
908,204897242.88098368
909,202649408.84827095
910,200196611.65332925
911,203061921.79224384
912,200304362.58884665
913,202827904.59132603
914,198573960.92795715
915,200983893.110491
916,206394986.33798885
917,198971379.11974347
918,201815014.77854636
919,202895193.32522893
920,201061706.5716907
921,202573606.59966016
922,202569453.9475329
923,200275211.19588864
924,199850741.10974765
925,201948333.1753954
926,198147699.248277
927,269940260.467303
928,201597527.27505296
929,199757264.32506177
930,200497534.1525317
931,198793734.4248485
932,204074396.73443002
933,203242612.8303342
934,202477221.58324435
935,201973326.55672523
936,200160057.22702467
937,199276294.22418496
938,206802093.4788159
939,202928893.81477076
940,201242100.44930607
941,202379784.87959796
942,203051384.38329124
943,284389068.3144557
944,204983042.20903534
945,202275156.54498738
946,199900273.75049576
947,201924658.70431724
948,202264294.12354925
949,201356647.5733103
950,201043524.00116688
951,195283971.25059426
952,205022637.9222141
953,201765033.513603
954,205054485.01875126
955,203025664.0694811
956,201940303.18879616
957,206508637.6083438
958,200131809.61537704
959,206935940.25626156
960,202452037.96798104
961,198519873.59176812
962,200661488.10644242
963,201750446.30846813
964,197612905.14752784
965,201314845.70273897
966,199538193.325345
967,199845315.5689051
968,201221486.75855964
969,199752291.69364715
970,202174309.99325463
971,202439685.61449534
972,200106442.8063496
973,202418278.69713432
974,201332387.43346256
975,202031255.44551966
976,201520954.12380874
977,205766144.61346433
978,205573598.28716373
979,198418360.0883002
980,200042523.70665312
981,199706312.4211142
982,202966503.34453905
983,200642584.6409327
984,203342702.3788196
985,200154526.7587498
986,199574748.74700928
987,197154055.3718677
988,198136441.02435997
989,200343665.44215795
990,205405585.13455737
991,203059411.60956672
992,202134852.13883176
993,200592146.25208512
994,201542369.55840802
995,199464164.5057292
996,200855783.51474476
997,202205535.11808014
998,202491092.95134988
999,201373672.77817225
1000,203291881.7214988
1001,201245735.6294417
1002,199903865.11583415
1003,203578486.84298876
1004,199738865.7961256
1005,202538059.23158544
1006,201027026.6091294
1007,203738710.88283557
1008,201581520.62449428
1009,201801286.599344
1010,198917978.4314884
1011,201226805.73542804
1012,204177521.35689053
1013,203940229.19005173
1014,202807253.33944675
1015,199818249.5236974
1016,199568066.62471855
1017,199228107.01483056
1018,200509113.1903121
1019,201655812.0319473
1020,199960559.0000721
1021,200170642.53274986
1022,199636699.32314214
1023,200166778.02512124
1024,197887052.0467576
1025,197757865.56525397
1026,198810813.61536577
1027,200164280.29085985
1028,204832623.01975715
1029,202745190.54984903
1030,201040081.2428887
1031,198766036.33868963
1032,200843813.10513887
1033,202742296.29902202
1034,204908068.04504517
1035,197113322.6796082
1036,288506095.6073943
1037,200371740.55781847
1038,203443805.61846885
1039,200402478.83024338
1040,200587014.5532069
1041,199397674.27945426
1042,201364664.30532792
1043,204427241.49096018
1044,203916757.2566659
1045,202945281.8519622
1046,200026427.77177426
1047,201072216.6479267
1048,200861566.109987
1049,201766910.3409035
1050,203563725.41346604
1051,199150270.94248065
1052,199878947.21600989
1053,203292251.7770034
1054,203237043.61296317
1055,198763093.41225535
1056,201589332.8966127
1057,204051505.4720264
1058,204729218.83217978
1059,200536571.93046615
1060,203810028.2736016
1061,202146926.09892714
1062,199292130.98238713
1063,204388267.94850826
1064,201288494.3793333
1065,200523816.1531017
1066,199386833.47271317
1067,200534852.04540524
1068,198946259.1889824
1069,198026976.1073935
1070,202798029.5945309
1071,200000689.33112872
1072,205071759.9363498
1073,200943272.2914196
1074,203401978.90482566
1075,200806923.71665853
1076,200791334.6129791
1077,201453047.75482953
1078,199623451.32229957
1079,199975640.24199912
1080,202962967.96136913
1081,202968364.7216315
1082,200973561.65930435
1083,281074779.843998
1084,198882454.28171825
1085,201587490.59556487
1086,199578157.9326379
1087,198768128.2637235
1088,204126682.99099323
1089,201174074.93713227
1090,201027564.2007611
1091,202593455.22544852
1092,199859122.09192315
1093,203032279.62686342
1094,197753560.02580392
1095,200797403.79535347
1096,197443548.36666742
1097,204206172.60059887
1098,202850500.9533959
1099,200255396.91991848
1100,202768184.30454785
1101,199212646.18406594
1102,201634167.68064606
1103,203840679.36821812
1104,200102802.3267502
1105,201913090.4978876
1106,200148247.21817523
1107,200532943.69897586
1108,201450188.16969675
1109,203140156.51896638
1110,200934326.0528704
1111,201761468.89504305
1112,202213998.02894035
1113,203242405.9174171
1114,204353985.82257307
1115,200576396.43829554
1116,205019598.60933784
1117,200301867.1841058
1118,204005556.74953124
1119,205404427.1831296
1120,205511683.68712384
1121,201529697.73964912
1122,198923646.72557607
1123,198968389.12889147
1124,200813220.71553555
1125,197634089.42827526
1126,199649551.98710626
1127,197545634.93044585
1128,202041226.5265609
1129,204136078.5827156
1130,201911192.41545475
1131,292873633.77464855
1132,200714842.2913161
1133,203395557.4211144
1134,199872313.59914982
1135,201233645.80161446
1136,203173073.29539162
1137,203405138.866711
1138,203464696.60805
1139,201455763.23972622
1140,202049960.12297547
1141,202216917.2818476
1142,202960257.29863623
1143,201966877.14795068
1144,201603042.92543232
1145,202463108.74717167
1146,203094248.6694941
1147,196501375.647887
1148,200621886.27879268
1149,201538867.7903558
1150,202042510.1655619
1151,198537532.92641813
1152,204534504.19814992
1153,201323754.05663
1154,200250476.99153027
1155,204349620.72294766
1156,203852603.68362528
1157,197564995.83875677
1158,197804349.93785974
1159,200089516.6577652
1160,202778164.57367736
1161,286401965.7511923
1162,202162779.9739306
1163,202528289.70270294
1164,200565311.88670218
1165,204173706.076615
1166,203263872.8264457
1167,199724397.84567964
1168,200833690.5481284
1169,201192844.3353671
1170,203025119.03343466
1171,199493730.78742707
1172,201905670.02735236
1173,202791053.503556
1174,200802931.56670836
1175,202592117.74891
1176,203106378.49535286
1177,200317003.43892714
1178,202172617.16954663
1179,201515873.7110911
1180,201532858.45122355
1181,199389727.40254936
1182,200483659.4646696
1183,205928946.16445106
1184,200710558.8117398
1185,202743533.29067323
1186,200248873.6219485
1187,196584563.232557
1188,205344851.92252013
1189,199760613.0741351
1190,201934879.3934465
1191,198717279.51013368
1192,200549031.56813475
1193,201761887.12821
1194,200539806.60270387
1195,202122368.01741382
1196,205422586.86175916
1197,201153337.14029106
1198,203259098.9247107
1199,199294825.46961308
1200,202219515.20501953
1201,200714695.49575305
1202,201014991.4763147
1203,201705465.41937318
1204,204331735.2761388
1205,202173547.01866516
1206,202494592.40931132
1207,200324041.42383602
1208,203005533.80376536
1209,203680057.2859677
1210,203340388.91766244
1211,200623429.02017337
1212,200573099.83986703
1213,198842909.91641864
1214,203792732.67707917
1215,197672417.76404157
1216,203430076.93037432
1217,199930870.12493828
1218,199630528.25996563
1219,199737362.24090272
1220,202521418.1728231
1221,200424916.93259996
1222,203178956.74402803
1223,204417461.52339727
1224,203978206.14211115
1225,199200028.44531667
1226,204457541.44328225
1227,200021668.16545427
1228,206468953.61686975
1229,200189429.0147146
1230,198038691.70937896
1231,204072365.44235617
1232,201217343.25637367
1233,199204152.11713743
1234,199353062.57590818
1235,204793615.75250256
1236,201341293.80751285
1237,200538067.28774825
1238,201499558.60951754
1239,203147889.71238244
1240,199082009.54303285
1241,200996599.9837405
1242,199192855.63243958
1243,201872617.72660226
1244,201518556.35509786
1245,208244582.44686207
1246,204042195.5713505
1247,207773471.62306815
1248,200969073.51281556
1249,203841428.3832376
1250,201233913.5099473
1251,204591077.10619873
1252,197050357.98020676
1253,198014473.01098436
1254,197922977.5182568
1255,203823580.3468339
1256,200290489.54510218
1257,202472040.36264414
1258,201763305.10234016
1259,201056683.37833256
1260,202851287.52453604
1261,200786338.01121414
1262,204539495.27826884
1263,199619504.62683237
1264,202582641.92911175
1265,201868475.901921
1266,197794507.76988304
1267,201548881.16850865
1268,200661014.23987526
1269,200089532.13875934
1270,205952757.16145405
1271,203511144.38374838
1272,203387068.54037148
1273,205517044.4580697
1274,201994088.0186712
1275,200182476.4527234
1276,204797502.859709
1277,199476198.45707533
1278,198380900.4744966
1279,202898425.26733166
1280,202607225.01246792
1281,200651560.58370626
1282,201237434.79761612
1283,200281325.14083937
1284,202578835.65949455
1285,201205448.00676635
1286,201001600.4389007
1287,200591470.75209853
1288,203108117.22416356
1289,200670761.62275794
1290,200842703.63129044
1291,201558755.6257872
1292,203856694.99679235
1293,201861557.22760388
1294,204175583.05166882
1295,202179341.55717832
1296,197789748.22045535
1297,200303162.3132656
1298,201617286.58390537
1299,204181937.77855924
1300,196591356.72850627
1301,203549579.10335
1302,204035307.63383615
1303,199557062.4607282
1304,198127414.76400745
1305,206971459.94199714
1306,201206137.47354066
1307,198820547.79402602
1308,201455089.9255746
1309,204293348.28950396
1310,200565765.4271117
1311,280934912.6541833
1312,208793349.57412317
1313,214265095.06422102
1314,216404728.3154163
1315,233597744.75415257
1316,219172574.652785
1317,218841564.29460472
1318,215331594.4314914
1319,206634037.45447347
1320,226896548.29988167
1321,243448628.686687
1322,228442499.77265573
1323,218636637.0426419
1324,232618901.6229382
1325,298763354.62715316
1326,219162547.24816266
1327,223679550.3655479
1328,220853837.3698242
1329,209893752.3661924
1330,221571204.09133297
1331,240248272.25692573
1332,233030029.0017821
1333,210963162.3607143
1334,216470960.45943752
1335,229757088.1902768
1336,215091899.57659394
1337,236584244.08546752
1338,223136549.84148437
1339,203917486.68505728
1340,203299176.3365415
1341,203083358.9287907
1342,200393545.01600736
1343,199927582.96472275
1344,203149912.9828406
1345,205431867.29632863
1346,195825559.54585984
1347,280986887.95082587
1348,202729412.859152
1349,201436740.46346465
1350,199544077.12797382
1351,202546980.631775
1352,198660053.05390212
1353,202882904.4655841
1354,200027645.70334423
1355,204963090.75765756
1356,201177395.60098943
1357,202785438.12652
1358,200551603.25572553
1359,199156924.91499946
1360,199650766.31694627
1361,201424545.19269678
1362,198773530.44482982
1363,203794426.32174328
1364,202922357.10590672
1365,196642707.87765747
