tick,delta_ns
188,1841789152.9183753
189,2031619200.24028
190,2065709811.5824833
191,2064623358.2828672
192,2069208860.6727397
193,2083119347.575255
194,2135109403.0607002
195,2064540426.6488783
196,2121043378.5631864
197,2156549881.9565625
198,2177573568.5725346
199,2011749181.0735214
200,2070273738.265467
201,1933000032.9439092
202,2021880792.6429708
203,1845644730.3710773
204,1951356928.1439538
205,1965708902.075823
206,1994061039.4950109
207,1924198899.3287163
208,1926407866.8580868
209,2057629132.6732168
210,2112466397.1211064
211,2007884093.9111104
212,1962562885.6853786
213,2018847386.6654923
214,2013395617.3147671
215,2088268414.903461
216,1934096331.0843372
217,1988646542.5778995
218,1832791070.0709405
219,1831950655.6891596
220,1868841290.233684
221,1782602960.896594
222,1937783029.928686
223,1732899317.7091498
224,1871743720.9258852
225,1644173340.2174535
226,1741517815.6318333
227,1747823486.0379014
228,1611782997.6497936
229,1642369988.8447015
230,1602466420.3497577
231,1579661865.5928388
232,1551091611.5503964
233,1431017885.451713
234,1535088256.921844
235,1579751835.110037
236,1568927069.560157
237,1568833754.8811455
238,1661561551.6419766
239,1532450376.1607728
240,1678547614.5622811
241,1455057229.1415155
242,1564421113.5500028
243,1650459409.6407652
244,1618614610.5896504
245,1624185637.6086156
246,1630575802.5017579
247,1661917187.3608894
248,1616864963.1788447
249,1504110590.6226313
250,1379243756.3489778
251,1349299473.5260456
252,1484159648.3193612
253,1406421575.78149
254,1419415314.8488908
255,1280494625.203562
256,1385632158.8844843
257,1335548496.5346682
258,1365457429.1652908
259,1376999572.7625048
260,1407033667.7195861
261,1503122250.4792137
262,1477040635.833214
263,1484256897.2535017
264,1534231992.4836144
265,1456948007.5938087
266,1499765471.7782001
267,1755622020.6041894
268,1674911323.2538483
269,1715314864.056459
270,1696238782.1094782
271,1695859046.2725275
272,1894718559.474905
273,1818421022.3188581
274,1873083764.073921
275,1875797307.860934
276,1867698853.2019773
277,1947449168.9633505
278,1903436771.8774967
279,1985512423.8571281
280,1811335497.6401005
281,1833618193.5284455
282,1890830387.8693035
283,1764302309.8555217
284,1709928192.4786189
285,1762814396.5284517
286,1692441354.8282506
287,1663898171.0431633
288,1692500304.5183558
289,1732955995.7065856
290,1628165449.487702
291,1707580258.758246
292,1731015598.0419977
293,1775110980.0221627
294,1644440812.0252626
295,1690153454.023418
296,1688145582.6164882
297,1827447594.452703
298,1693266669.2079446
299,1683011017.8332715
300,1866540915.5645804
301,1952075765.2278209
302,1748118080.506061
303,1785323191.3842561
304,1838924222.7267094
305,1744019428.978836
306,1799613740.2903223
307,1889862800.0338788
308,1817860825.9633884
309,1843823614.5469859
310,1840807905.03741
311,1897900691.1629012
312,1905674201.2894719
313,1861565701.0300236
314,1891347585.6751525
315,1779834118.2645519
316,1772654716.325407
317,1750938298.0753736
318,1785817345.90895
319,1744970350.8272495
320,1765849908.724791
321,1664560431.4861665
322,1652480293.8494506
323,1567338123.4757812
324,1577559632.008195
325,1528063447.7861788
326,1630606472.6707
327,1695295465.0943305
328,1610712665.98712
329,1668567885.523915
330,1561429589.714746
331,1698412323.4806986
332,1514334093.004298
333,1618528496.793794
334,1511711002.1222882
335,1597784478.1849053
336,1723592001.4863796
337,1718117355.1686573
338,1582916029.8554401
339,1741109439.7287588
340,1909723751.2153115
341,1866119320.962036
342,1833222657.3061252
343,1680307350.4950414
344,1802095548.7087715
345,1630673559.5511625
346,1611017963.526336
347,1648211265.5106528
348,1747878885.05283
349,1695395475.53996
350,1796963742.2032275
351,1734972886.4021907
352,1763220775.8020992
353,1787833035.4816172
354,1794381600.3940566
355,1745564029.1011384
356,1604056415.9169626
357,1583886051.0513391
358,1641086150.1342852
359,1847940149.9674244
360,1694277269.5379581
361,1725618864.4640625
362,1716623759.1210065
363,1706964005.283891
364,1763675553.4269257
365,1724235183.727065
366,1760954954.0020144
367,1842980034.251848
368,1755832378.4933448
369,1925971318.0352166
370,1904608982.1256733
371,1827782022.437697
372,1835742247.4335015
373,2001004176.129016
374,1872701768.7908912
375,1919034729.9494827
376,2017014564.7403734
377,1937774454.7484164
378,1806622234.1124654
379,1908546786.7282577
380,1935501430.1102834
381,1812715614.022249
382,1876922773.1402762
383,1794696274.1851342
384,1792545300.2338502
385,1830650404.4082181
386,1995930044.0885544
387,1983088649.734599
388,2086463876.1456985
389,1860439513.1088746
390,2007403378.1065142
391,1939087464.8447328
392,1886587594.4220438
393,1810146362.7671933
394,1845080699.4775147
395,1770529358.080114
396,1884625023.3108425
397,1867020857.0377681
398,1900542660.7646744
399,1941944037.0562167
400,1978319039.7102628
401,2003190410.8221323
402,1940840911.1766644
403,1839933636.7265644
404,1838851752.3694363
405,1804098637.0663376
406,1739740749.366378
407,1727203815.4904761
408,1821911767.1560404
409,1747466573.5366066
410,1695980563.7812312
411,1674119360.3369918
412,1616839521.3848977
413,1788824314.6284678
414,1673254680.3527308
415,1691012672.9917417
416,1842077298.2361975
417,1658665078.8578384
418,1572530668.1200562
419,1694980230.8548675
420,1556065396.9932108
421,1576933279.0650167
422,1607443660.286423
423,1581406277.0479822
424,1603463316.5978148
425,1627728192.3276181
426,1456370231.8693829
427,1477330657.3786511
428,1645541653.219465
429,1439895305.9991145
430,1609056750.1003675
431,1572398783.5370274
432,1635049253.742064
433,1517303519.148599
434,1604310255.453228
435,1554402816.3327365
436,1652659762.4602711
437,1394653126.742651
438,1383778696.7025046
439,1518806418.1854098
440,1675958016.5531776
441,1680218521.2960396
442,1589368558.5110583
443,1708278280.5016682
444,1632886973.2913868
445,1616836964.799736
446,1602955202.6873298
447,1670505115.1463313
448,1631412259.6594782
449,1698034826.9178317
450,1731399610.4422693
451,1707916391.3136003
452,1806659679.9824703
453,1669676611.6100907
454,1663660628.448945
455,1849650995.3141658
456,1929733200.051367
457,1725884608.5649016
458,1736983195.4679444
459,1844131851.324847
460,1790382153.9651392
461,1851810304.807793
462,1651607365.5995207
463,1566246972.8646586
464,1657934537.301893
465,1714883785.5983818
466,1672074411.7686703
467,1789843812.649956
468,1696758874.5212784
469,1770920762.8610523
470,1779636039.311159
471,1802674559.5126987
472,1837549652.469411
473,1691079052.4929273
474,1729701151.8759148
475,1713322040.813838
476,1647215679.4666557
477,1634765644.5460653
478,1668223464.2756057
479,1622916064.6588697
480,1571274099.4172153
481,1588133076.9224365
482,1664138560.2587461
483,1515336667.5197613
484,1601540824.7587578
485,1661095968.874105
486,1576467571.5446653
487,1555457427.9759355
488,1601906678.3100119
489,1619927570.1482787
490,1626814769.5160198
491,1672575476.0614555
492,1669698646.0224457
493,1793737126.5631301
494,1845017225.2153087
495,1701550258.0125496
496,1975237791.5078082
497,1843448119.955143
498,1826244494.7005932
499,1811572170.8481557
500,1675912042.4866583
501,1760427466.4254928
502,1771609440.9663708
503,1720408149.3621128
504,1699978939.543477
505,1857774806.3754585
506,1677555809.038513
507,1751837704.5036056
508,1823611843.7284503
509,1731030895.8372457
510,1784148604.9774446
511,1712339576.401559
512,1690349632.072442
513,1631198887.266643
514,1576279420.453546
515,1706896127.3513284
516,1856368907.0321848
517,1767585452.1073668
518,1745681357.955139
519,1702747043.055104
520,1740784642.0574026
521,1840889952.0623634
522,1997371852.2812724
523,1935019755.9895656
524,2030150460.2380328
525,1883282623.9515533
526,1961161555.175681
527,1888111328.3156466
528,1855957539.8330386
529,1870297997.083344
530,1835149603.1588256
531,1843806084.6375847
532,1842625645.3849075
533,1737110790.9907758
534,1710633758.0629873
535,1704319427.48278
536,1569335280.4092283
537,1611648608.5210097
538,1669922317.596805
539,1714316753.2628827
540,1745765416.588101
541,1822964047.3099165
542,1852739265.9312727
543,1690559706.3411639
544,1658562725.2134242
545,1917409471.487212
546,1934507974.6267788
547,1767462969.7331905
548,1760076690.9288938
549,2006522227.9697757
550,1779931787.6211822
551,1914283482.0603073
552,1856785265.9736862
553,1902972498.0407784
554,1871710325.0670285
555,1885097230.4769168
556,1716732918.9008636
557,1874759989.0623639
558,1774657443.6592822
559,1851381222.1262665
560,1720527532.2442262
561,1745989669.9321082
562,1683086043.898534
563,1821816425.3732505
564,1668918662.1143076
565,1899657804.6841984
566,1826712394.6351259
567,1687357038.1697123
568,1820755779.7197435
569,1826596276.902455
570,1779025928.4083748
571,1848799638.875397
572,1658768934.5033298
573,1685166845.6372285
574,1726790794.9429667
575,1743404109.8234942
576,1667228395.3679135
577,1760307178.6371253
578,1734484443.0903215
579,1695990649.2564936
580,1590670862.4122827
581,1656567946.5091965
582,1648020169.5912113
583,1622247162.075166
584,1721008267.0387104
585,1477048683.1835203
586,1555426340.3155544
587,1593791771.2137227
588,1658172766.4511373
589,1628966835.6184509
590,1623459634.86044
591,1558539636.6369412
592,1511363852.7456012
593,1521777501.1448045
594,1624866101.7272654
595,1525561528.9118416
596,1655821962.947254
597,1651602496.4871142
598,1558560480.6856496
599,1530616497.4172986
600,1634846427.3641295
601,1595493462.3426921
602,1534229239.2637377
603,1585167403.3919013
604,1614703640.4662097
605,1665576481.4349186
606,1505727400.394869
607,1535929787.134816
608,1680968330.5749505
609,1533664144.8187394
610,1549840200.4578876
611,1769724484.1214066
612,1526738169.7566981
613,1457473665.931288
614,1554002994.3816051
615,1585257664.9620702
616,1525359971.1734312
617,1543489725.9144278
618,1507962633.8088703
619,1508533546.5206876
620,1484056765.5758085
621,1435608036.8556912
622,1608174546.670032
623,1514536790.4439309
624,1544850606.581298
625,1565503270.0688524
626,1552237989.2766542
627,1501320863.2953243
628,1541282225.7158003
629,1588093126.355248
630,1414116031.892329
631,1615452334.2407424
632,1513797865.2268507
633,1550853106.3657417
634,1437334377.668089
635,1517825596.1186192
636,1492701836.6210642
637,1579963997.386242
638,1641729744.0582538
639,1596523076.198885
640,1534630473.9637744
641,1648860634.4277637
642,1564754638.9625962
643,1536728513.321514
644,1579867697.8283625
645,1653991384.261696
646,1643243530.7438307
647,1708644748.459881
648,1794188989.9746094
649,1663325216.809137
650,1615168108.0253768
651,1653505781.4238596
652,1587642547.975074
653,1656240841.4047205
654,1658600082.8431742
655,1687254491.2951033
656,1804228409.3825476
657,1700182440.4586518
658,1768883628.1625865
659,1649553489.8523395
660,1842696695.425646
661,1674003415.2170362
662,1716418297.650908
663,1729315516.280829
664,1711857433.5637357
665,1721685407.791692
666,1745707320.8948364
667,1816678661.8147166
668,1875872091.8189785
669,1927498664.1946082
670,1845930996.2241368
671,1825641396.388359
672,1783251717.056271
673,1704882549.5688663
674,1668265912.9754708
675,1697724921.0911686
676,1704025202.2417405
677,1580027720.990491
678,1625517414.4020104
679,1747396897.3499868
680,1643310624.1814647
681,1691864279.3751836
682,1627851163.173453
683,1801159893.8496704
684,1782703482.3452373
685,1646524484.7953277
686,1763585124.4929485
687,1693086230.8274226
688,1646651438.1173687
689,1666656789.06142
690,1677491711.2312045
691,1625826402.5948808
692,1761678798.4284902
693,1775130215.8560915
694,1804236880.9416
695,1839969521.4734378
696,1846460650.437603
697,1803380775.813524
698,1850702566.1139166
699,1956838307.8843036
700,1705960468.2350442
701,1913476999.947027
702,1869542060.3402064
703,2051456458.6248612
704,1880652289.7523634
705,1728015535.027013
706,1850398576.737713
707,1809633161.2076192
708,1919506596.0854511
709,1816255994.3578038
710,1820385724.8755991
711,1851936040.6396601
712,1753919799.3643386
713,1879521258.0360956
714,1810049160.8637376
715,1793267722.271781
716,1819985494.664041
717,1947203418.8958354
718,1796055779.740431
719,1858926745.6228366
720,1864757973.848025
721,1814197702.1769388
722,1842558928.3155854
723,1775454849.2410762
724,1884583592.6790204
725,1908579171.062944
726,1850614960.1500635
727,1750862504.8028812
728,1694822999.7567065
729,1832452666.7356102
730,1801021450.6344447
731,1853960582.1879363
732,1881401535.0761104
733,1894966867.81466
734,1824137715.726722
735,1893636837.12672
736,1786040774.243019
737,1761247780.3022602
738,1837442799.7794776
739,1921546121.2419777
740,1719059527.113987
741,1806824494.6109886
742,1662057260.2087913
743,1816790938.4258
744,1733949283.076321
745,1741672775.1396356
746,1690288250.8871372
747,1771634383.4911516
748,1833555570.0560813
749,1663304300.6781464
750,1750649655.1175854
751,1725838421.0634844
752,1641334209.9416556
753,1608751913.9713368
754,1539565482.2290792
755,1698434031.2060368
756,1674807461.8439448
757,1639112993.962819
758,1679883099.8644648
759,1661947297.0908036
760,1585763709.146923
761,1597300855.3984303
762,1643979526.2082682
763,1527414165.6650503
764,1616000395.100279
765,1679035572.5919535
766,1883103009.200756
767,1748799182.9258418
768,1698189698.0652416
769,1648791471.130627
770,1902816050.999581
771,1637090594.6401312
772,1781375854.285952
773,1727999315.9982202
774,1731353862.4004867
775,1704841330.9641538
776,1758057539.9701805
777,1762394116.8296773
778,1865992987.6949267
779,1627219390.141477
780,1722135619.610228
781,1650922100.0190558
782,1835369622.2940073
783,1760251783.6980743
784,1689293831.3057761
785,1640562803.5894458
786,1569874380.0801163
787,1703156542.6590295
788,1762183328.2376378
789,1768447880.224667
790,1774294812.1825414
791,1901520247.6034462
792,1742882085.860153
793,1623385836.3967693
794,1666597266.5624087
795,1705936591.1323583
796,1648182559.050778
797,1633543423.6168716
798,1627698574.5339634
799,1670453225.9531567
800,1740345066.6961577
801,1816766822.8440259
802,1689448251.4734404
803,1727907774.9523544
804,1750374089.8625395
805,1804310954.1720896
806,1967177347.8980284
807,1850834244.4398546
808,1657029442.7270658
809,1840034133.1491404
810,1808813738.5071247
811,1705327080.6120856
812,1906495229.3120413
813,1791544026.7259388
814,1685403014.9504611
815,1735392895.7991958
816,1846856175.6184306
817,1719413968.2864037
818,1787746230.3068855
819,1611003978.170954
820,1628110138.5824282
821,1775107974.831152
822,1624047240.2684245
823,1653874043.9843864
824,1714319671.925759
825,1750535071.1076868
826,1880450626.851593
827,1909161769.605067
828,1707976704.5621297
829,1752003781.3081565
830,1681384418.506043
831,1629996698.1269522
832,1589282627.3643734
833,1575911913.0602067
834,1648838589.648655
835,1580516198.98839
836,1549916459.0782757
837,1670493876.6230001
838,1475443948.8208277
839,1584900041.268024
840,1574937011.5077372
841,1607597666.5887463
842,1654783449.0307639
843,1812581033.9467168
844,1680206805.6629496
845,1840374190.4045103
846,1736724606.7110145
847,1696794402.9165597
848,1754684902.7210696
849,1960030565.2817411
850,1696544714.5263216
851,1939244886.4347622
852,1795981691.3450172
853,1828480625.114524
854,1717533899.7308934
855,1725651571.6357338
856,1651303697.3307252
857,1675859222.1167707
858,1753878551.8348768
859,1747877082.6773674
860,1687564866.3001447
861,1697105048.2381735
862,1702558585.7524695
863,1584569710.0561268
864,1568480818.8311396
865,1679122862.6990805
866,1626127632.5197685
867,1603343812.4722757
868,1588375023.8047101
869,1583309428.8739128
870,1638603459.9103682
871,1634103599.455943
872,1701926958.0523283
873,1547345989.0336654
874,1610985295.8287158
875,1593122261.4864497
876,1502692886.4958496
877,1536387580.3602204
878,1445951688.262143
879,1421096163.4624138
880,1499591651.2511475
881,1495128404.2519433
882,1521210411.3171885
883,1572744750.9751782
884,1601354628.8130567
885,1615333718.0921187
886,1720138296.4502635
887,1760312189.6866305
888,1764259810.9879491
889,1619154690.387734
890,1845484837.6501215
891,1806907604.7138789
892,1633781742.1451168
893,1616318527.495494
894,1748990983.7741585
895,1859099327.396426
896,1782185554.794391
897,1781293509.854778
898,1800239627.0660615
899,1827996857.5527074
900,1664010616.858573
901,1636145503.0373693
902,1810488915.5698957
903,1789475726.2943816
904,1741543351.1848056
905,1926883495.9337134
906,1727940004.6779332
907,1878360484.2971425
908,1629327689.4558349
909,1723726787.288488
910,1653915598.9745908
911,1632516181.736579
912,1766742685.4776766
913,1650591850.79551
914,1601702577.8253748
915,1708800752.2067642
916,1723304445.0914755
917,1737938411.0449257
918,1559044416.0810602
919,1597595648.649983
920,1670923744.480402
921,1471152587.4965315
922,1420871457.78234
923,1446323542.955263
924,1439649158.8482847
925,1476035910.7723224
926,1509484836.129096
927,1574246516.530789
928,1543248582.9612813
929,1603495198.118952
930,1708101786.7845447
931,1533458252.1608593
932,1447169325.4837358
933,1412995731.503759
934,1554625877.806121
935,1403404878.4491904
936,1407924454.0274339
937,1443394352.7328255
938,1438573681.8995905
939,1363033219.1282656
940,1481515182.21379
941,1589729650.4324281
942,1514162347.4089944
943,1354843419.49147
944,1421891715.5092962
945,1395633523.827616
946,1447596199.611082
947,1373345885.3870184
948,1433351439.127341
949,1355423102.3437345
950,1369064151.654935
951,1289537806.9860413
952,1357565550.974662
953,1345856125.9884162
954,1331119856.3491364
955,1260058179.6054995
956,1216591969.1650505
957,1332763790.0499015
958,1291793193.9945722
959,1349409347.9594104
960,1319823234.294637
961,1349484174.6323485
962,1230008109.918145
963,1260165472.803401
964,1284062404.693748
965,1238628341.157402
966,1212938874.310976
967,1342883159.8998566
968,1229190137.5217702
969,1285651997.8262203
970,1239693909.9509165
971,1210094048.0997927
972,1169840466.8569403
973,1410467704.7846317
974,1392731041.5768478
975,1499457308.1216817
976,1528604504.4873545
977,1672364971.2836533
978,1578147678.1392765
979,1663948972.4379466
980,1603244829.4614582
981,1725359673.2424254
982,1786503945.8240376
983,1699062083.4089506
984,1548405579.9841592
985,1636562308.4237769
986,1702518953.6424632
987,1676869520.2774138
988,1736004011.7128284
989,1786378612.9644754
990,1750303918.4787798
991,1850874182.4743164
992,1815325256.8931134
993,1740310141.34638
994,1709273518.4471586
995,1734365878.1595347
996,1659732217.9937665
997,1645169277.0586898
998,1941918886.018699
999,1883467811.2237911
1000,1753392140.6338482
1001,1870919465.9155345
1002,1751721200.8765483
1003,1847860234.6338086
1004,1789425289.1083782
1005,1806460205.3237507
1006,1735806384.1168363
1007,1948113643.578541
1008,2019400847.3450453
1009,1777240358.9896612
1010,1989263173.7155166
1011,1985777742.516914
1012,1752843507.5500102
1013,1939327527.753577
1014,2024123460.3138201
1015,1934745952.3334432
1016,1971484510.0508575
1017,1921731465.2232273
1018,1979586192.1785877
1019,2077419155.2551038
1020,1914474996.5202508
1021,2033060398.857593
1022,1821281694.6383479
1023,2022814903.9145656
1024,1824014880.958502
1025,1860991390.4026878
1026,1829747781.3313916
1027,1947108918.2887056
1028,1832005003.5982785
1029,1898792754.4545107
1030,1728794913.3264928
1031,1763815861.1561162
1032,1778258283.8156598
1033,1750815762.5720646
1034,1751015831.7108138
1035,1671555871.0002828
1036,1652096977.738666
1037,1605950810.7509775
1038,1493344309.6545644
1039,1682533882.9545271
1040,1527952862.5151377
1041,1604391928.3189263
1042,1662572685.09884
1043,1643101365.656441
1044,1746466581.2050736
1045,1627258642.4546325
1046,1526790711.8635852
1047,1581469680.2008884
1048,1552519063.7262206
1049,1555376252.8906903
1050,1525984611.8341277
1051,1576361120.1220665
1052,1722223505.6475074
1053,1766069631.0333283
1054,1686827710.384314
1055,1969931929.3541532
1056,1812061397.3060505
1057,1907683676.0250795
1058,1886101197.3944032
1059,1910614303.4994583
1060,1891182563.2795434
1061,1877564643.2815065
1062,1643888220.4639163
1063,1748753473.6278696
1064,1654142602.6207962
1065,1634656884.7651203
1066,1685716055.5553336
1067,1618807246.1355786
1068,1592381161.5670357
1069,1664918732.1385381
1070,1618682395.902745
1071,1595099273.9053135
1072,1640935794.3668303
1073,1527670011.297263
1074,1631544038.2038991
1075,1655833483.8812528
1076,1687185237.5295842
1077,1580964532.6760993
1078,1694185447.5529184
1079,1587766445.499045
1080,1631248998.5464633
1081,1692556933.695139
1082,1759723720.086833
1083,1678690357.4728463
1084,1614764155.326932
1085,1718159745.278648
1086,1693306949.964639
1087,1714184410.921569
1088,1703027419.0725021
1089,1634860842.5816138
1090,1673867328.1791575
1091,1582205783.703877
1092,1641116182.4854424
1093,1516873907.7478573
1094,1468979920.9990647
1095,1597122374.442878
1096,1724129994.4694457
1097,1815217230.347725
1098,1697813497.4402866
1099,1702009662.791576
1100,1770329818.2870665
1101,1732103077.7866943
1102,1703020982.432331
1103,1959463793.0161402
1104,2025862540.3741984
1105,2070978660.8927963
1106,1966002342.0156906
1107,2089321325.6541102
1108,1863315684.562851
1109,1914915179.0223036
1110,1790561733.1152802
1111,1739829688.7051892
1112,1888823401.8058338
1113,1762863887.7149358
1114,1841043375.9113085
1115,1782094713.0882742
1116,1767727374.6458871
1117,1779549059.275207
1118,1811749847.080204
1119,1883408729.6635692
1120,1880656699.8673968
1121,1870051641.1179385
1122,1918356249.2003558
1123,1971771445.0836105
1124,1939884263.555339
1125,1868361683.522515
1126,2013348922.1664867
1127,1878442451.6461122
1128,1741827190.4886124
1129,1940163974.5992897
1130,1985012769.7416165
1131,1907275499.103346
1132,1775798706.9076698
1133,1882768088.2024012
1134,1900215026.5624452
1135,1886438560.2697697
1136,1804242788.7535722
1137,1882612291.3477762
1138,1843730030.5678039
1139,2061722691.4191139
1140,2012787934.7111595
1141,2136562532.261048
1142,2128024430.6618946
1143,2140410966.7038903
1144,1962281384.3243086
1145,1995784978.4638097
1146,2027537358.8289666
1147,1979209091.471927
1148,1991029226.4683926
1149,1986901577.8088744
1150,1758302865.7025867
1151,1772862421.3816032
1152,1713023718.5532358
1153,1871250079.565699
1154,1727196764.719121
1155,1861482884.5409002
1156,1804965170.2872787
1157,1778178627.7292395
1158,1915916158.446243
1159,1832274463.917582
1160,1752796638.6453354
1161,1875836477.389442
1162,1943519252.6763783
1163,1929250702.618374
1164,1863399127.510553
1165,1899119847.278723
1166,1913306176.2155867
1167,1715213638.4239998
1168,1803398239.119459
1169,1766301950.9391675
1170,1855094389.0889168
1171,1830622603.0413454
1172,1955689406.7153032
1173,1828328886.164394
1174,1783917127.5130215
1175,1827828046.3263583
1176,1776780773.6699939
1177,1892200658.7850006
1178,1753858381.8885317
1179,1843424954.8130462
1180,1715686879.7164204
1181,1689838803.1438513
1182,1658907426.9617343
1183,1660846043.0420682
1184,1681142943.8539927
1185,1597133760.6713512
1186,1455302264.700878
1187,1631022428.1477554
1188,1643476751.0616267
1189,1518941489.3008654
1190,1682803339.4653995
1191,1628603035.5197558
1192,1595137300.6038733
1193,1582453357.4960783
1194,1497928905.523037
1195,1546017359.9854817
1196,1494997437.7676816
1197,1700363682.1625197
1198,1493620366.0975401
1199,1593734121.033141
1200,1546192900.5131292
1201,1618480982.3685403
1202,1684379973.3415284
1203,1652673639.1791258
1204,1529610032.638463
1205,1479807673.381144
1206,1654045608.079484
1207,1532554942.700753
1208,1602402488.2166033
1209,1420483600.7009406
1210,1551948552.6781626
1211,1531714442.0613613
1212,1539434962.7594602
1213,1605770520.2206755
1214,1576705379.7323883
1215,1618035528.7922633
1216,1614251023.7620025
1217,1606733752.8320677
1218,1574840678.5188098
1219,1447087569.502414
1220,1433065725.6685424
1221,1498273009.619416
1222,1339076642.3306744
1223,1435416166.4755754
1224,1395289945.3279912
1225,1370957076.8368013
1226,1485447828.5564408
1227,1456596000.1957157
1228,1479583377.1428485
1229,1475786903.1834552
1230,1397414562.7137659
1231,1511427188.1562095
1232,1501243917.6266832
1233,1417810040.0914881
1234,1414788410.049916
1235,1577661648.9835494
1236,1480814297.8373315
1237,1600109040.2032251
1238,1542070102.6503263
1239,1685915143.4188406
1240,1605121343.3095822
1241,1640176507.72513
1242,1643145608.3321307
1243,1539118382.7427385
1244,1568872360.3003047
1245,1524499178.7281077
1246,1568368683.4389272
1247,1576856880.7613134
1248,1527105187.4894142
1249,1618821644.9157307
1250,1598924743.3875096
1251,1522266071.9403098
1252,1586843351.4514384
1253,1634180508.087184
1254,1586350934.019436
1255,1643939060.9835258
1256,1628635528.00875
1257,1746854456.581715
1258,1694592632.1170208
1259,1624503890.392357
1260,1528267696.2328236
1261,1615345569.3638268
1262,1621341069.1721706
1263,1473557039.922401
1264,1508787363.1202452
1265,1600128754.1082728
1266,1660438536.508736
1267,1541019249.1665115
1268,1473622420.0773396
1269,1548488154.0702283
1270,1635123731.8676329
1271,1640292523.9217303
1272,1621013808.3488228
1273,1625973024.6956909
1274,1555109280.0478904
1275,1697380022.8524516
1276,1766721614.7420552
1277,1717063758.0776422
1278,1555030173.2567685
1279,1600154563.8586934
1280,1704836666.1709676
