tick,delta_ns
258,199988933.8836478
259,200608045.2019216
260,200355262.99152303
261,200046289.12663797
262,200151856.37872583
263,200478650.72627467
264,199886800.79790363
265,199861540.19312218
266,199663717.51287112
267,200129107.57451022
268,200569024.3913592
269,200432779.8720473
270,199715886.35359934
271,199908495.12051272
272,200144156.06588098
273,199875408.4094219
274,200510473.21178186
275,200613518.36105394
276,200151550.90224034
277,199885197.1145601
278,200325588.23306835
279,199735481.19727322
280,199709243.64311007
281,200048106.8879639
282,199835375.82711956
283,200746676.31243402
284,199918352.09710062
285,200140107.21529186
286,199464169.65071017
287,200695745.5077154
288,200896313.75534552
289,200043303.72077256
290,200291740.0265966
291,200340673.963294
292,200016580.09006196
293,200292408.81689474
294,200387028.98111027
295,200211678.61496308
296,199694470.34412214
297,200282887.14432332
298,200346899.5836898
299,200547237.4796039
300,199939023.77840677
301,199674623.83868027
302,200642922.65428436
303,200580943.97403502
304,199659732.2970775
305,199852897.71599856
306,199784609.47658005
307,199907818.69557688
308,200004292.62959948
309,199756552.50511214
310,200525397.60757378
311,199773908.3341656
312,200240681.36674744
313,200329388.65607288
314,199569218.18709224
315,200365282.62803483
316,200159727.0611959
317,200286277.72180253
318,199935683.61187795
319,200177989.14012522
320,199354720.64117393
321,199797640.1858383
322,199893166.0855057
323,199828503.9009763
324,200202413.49772823
325,200115683.3327829
326,200580089.93841055
327,200704150.0991361
328,199608894.86867613
329,200569584.2221937
330,199881133.35626668
331,200306080.7460569
332,199195095.67261642
333,200500769.83484355
334,201752417.02152553
335,200461825.70677513
336,200438868.06130213
337,200334113.75360626
338,200289609.66151625
339,200037464.97211248
340,199853098.8864949
341,199897352.5768705
342,199884598.56924438
343,199748078.42215458
344,199896622.06313235
345,199875562.97795972
346,200061619.31146517
347,200567165.39888898
348,199975378.34103227
349,200466732.8821193
350,200686383.73251536
351,200484794.3098408
352,199853438.6733443
353,200431608.59979558
354,200198190.2723181
355,199494195.637069
356,199929626.67671135
357,199825405.2311601
358,199920626.007783
359,200219151.52426776
360,199560879.06989682
361,199671106.96547467
362,200964488.9207791
363,200577117.98461238
364,199947216.74773598
365,199628507.5640451
366,199573741.55113575
367,201105431.2987746
368,200139872.17570263
369,199646930.44450375
370,199551042.03617746
371,199999428.13888982
372,200138727.8730032
373,200271139.59787384
374,200105794.74143738
375,199638786.37864473
376,199915356.85299703
377,199988580.0362284
378,200077670.26703662
379,200355633.06567955
380,200651364.05964708
381,199981398.65192586
382,200726464.97916418
383,200105613.79267603
384,200059036.74924624
385,200380504.73424748
386,200099210.5250803
387,199381949.5937731
388,200449606.91542795
389,200362311.41307455
390,200475965.0721242
391,200145639.72041556
392,199992088.4817588
393,200014349.98130763
394,200297425.4445315
395,200246118.55304867
396,200190066.7040789
397,200458481.76332903
398,200389780.48299336
399,199464183.75349948
400,199403456.00453323
401,201101101.0088955
402,200586789.78211677
403,200255149.56951
404,199905503.93400976
405,199908883.35800564
406,200225534.03690127
407,199409324.94827956
408,200333385.23840535
409,199981202.36092237
410,199800289.07500777
411,199764233.4886795
412,200048964.39894104
413,200561942.02379245
414,199926505.62318146
415,200130421.44188964
416,200732172.56881776
417,200424504.53763846
418,199716658.3926991
419,200033830.0640606
420,200616716.2423545
421,200492321.74896994
422,200126139.06870583
423,200481284.28043014
424,200325568.30989257
425,200247990.51009706
426,199952153.44254598
427,199879093.16278076
428,199867297.22038433
429,200519506.9014165
430,200108937.94828293
431,200194491.64712957
432,199486287.7042654
433,200299290.76498723
434,200131509.47903267
435,200120414.14912266
436,200481998.44173327
437,199771425.5184255
438,200575580.13649467
439,199660280.75102344
440,200148347.31759652
441,199661652.06532353
442,199642490.98352653
443,200219890.81271687
444,199382384.56247583
445,200679183.37749192
446,200149376.4544299
447,201024788.39478362
448,199943766.74746868
449,199678108.82209572
450,199284363.43075392
451,200133939.9528475
452,199827115.0593823
453,200736751.82552317
454,199910255.3543791
455,200252225.3458155
456,200557849.40694413
457,200107351.71375495
458,200239033.35766846
459,200187694.6702792
460,199411347.11965832
461,200287439.59746614
462,200526183.91805056
463,200872931.88830635
464,199128437.5913355
465,200089598.97497287
466,200452950.1941597
467,200413648.94520143
468,199912562.00573373
469,200505640.31823757
470,200161974.75386837
471,200781991.53518283
472,200650475.0083903
473,200032070.19774133
474,200518452.00020888
475,200269233.75033516
476,200624467.0497113
477,200330405.52741617
478,199824654.1849174
479,199893302.01707444
480,199561190.4253413
481,199615321.4006025
482,200124065.33807525
483,200523889.41636497
484,199995486.8727089
485,200173211.1417021
486,201399910.2667714
487,199764099.55197674
488,200445469.96572772
489,200045474.7906546
490,200161991.75964764
491,200054868.76967117
492,200294620.3818078
493,199797442.49010405
494,200182534.67706648
495,200158291.06204534
496,200168620.3754184
497,199683352.48167646
498,200383553.46872148
499,200244868.03309992
500,200993254.070945
501,199365713.35408717
502,201046005.19747716
503,200573594.8998265
504,199968130.87282708
505,200845550.04007718
506,200510293.36980188
507,200391607.69671196
508,200012771.34118924
509,199715944.76357254
510,199591551.01018035
511,200164697.08715636
512,200667236.19222993
513,200826022.97807187
514,200135459.29572612
515,199922850.50523776
516,199951358.0526185
517,199344675.1939308
518,199889189.72196174
519,200311389.7745402
520,200351855.64247727
521,200324552.30057037
522,199625428.11969814
523,200624757.23115087
524,200619078.2282675
525,199737911.70910096
526,199968564.75030655
527,199724498.59837118
528,199938267.49601832
529,200359702.44867012
530,200083737.3694005
531,199797019.12091827
532,200255982.28054607
533,199705513.0660179
534,200485259.080411
535,200196360.7264592
536,199975483.7989125
537,199931251.0094891
538,200481052.47198954
539,200057789.265489
540,199683899.0553805
541,199916163.05080622
542,199848271.07363567
543,200069312.0176756
544,200402203.579736
545,200399346.92013833
546,200031698.7106687
547,199923808.3443118
548,201002940.60483214
549,199628100.04200876
550,200047887.44263354
551,199926938.8582909
552,200279011.89218083
553,200098325.28780755
554,199562906.12418798
555,200397051.43393773
556,199709591.58515987
557,199751085.94611523
558,199922410.13235313
559,199976766.52462375
560,200102914.88414112
561,200817637.71082324
562,199923372.68007424
563,199982666.86947358
564,199666095.4674771
565,200401776.43499094
566,200442717.19850576
567,200461773.20911512
568,199873905.69769064
569,201049008.583213
570,199985963.8115517
571,199484934.18845394
572,200854123.0001681
573,200391206.82366094
574,200621114.48600525
575,200086762.27017686
576,199712956.30946252
577,200408964.54965353
578,200141984.56937844
579,200388703.85219926
580,199491991.21627408
581,200189868.704133
582,199811532.30650714
583,199756029.89533672
584,200069158.86636057
585,199959262.25656545
586,199431330.68192878
587,201075742.92718726
588,200063275.5388957
589,200464873.22874317
590,200172138.3177077
591,200907619.3799879
592,199717261.22606272
593,200378960.33357462
594,200838190.34708422
595,199827931.8028291
596,199646334.43160057
597,199768036.06802568
598,200639232.4096626
599,200165352.2454183
600,199917813.80391014
601,199581913.10575512
602,200090568.49663934
603,200829688.7578609
604,199892046.72789603
605,200529852.6218988
606,200050491.09512734
607,201030824.70956847
608,199768410.01653978
609,200072927.21604574
610,200115765.21110442
611,199696990.92360285
612,200415774.3295576
613,199895788.68908095
614,199748743.00318617
615,200109784.1265967
616,200084056.21834925
617,200277766.67075056
618,200164524.15049776
619,199652935.2595104
620,200126252.77216277
621,200051055.17412585
622,200071563.08369908
623,199806724.5746574
624,199910627.91732562
625,200336306.42980978
626,200030656.03638867
627,200223218.1316262
628,199713857.8118787
629,200856836.2578604
630,200566962.24693486
631,200133953.71050474
632,200479291.46534905
633,200475551.62591165
634,200044357.05431303
635,199887642.26636598
636,200050315.7617928
637,199989876.17139938
638,199979195.91577837
639,200756136.35691017
640,200297632.63672996
641,199976890.32482216
642,200047591.904058
643,200558610.2628315
644,199309551.33461028
645,200869906.00454688
646,200797382.36577484
647,200614400.91921836
648,199757871.7243391
649,200886905.93819556
650,200634063.99355513
651,200466388.20073867
652,199531929.9867556
653,199502578.4501804
654,199865663.2461833
655,200130035.88145307
656,200503371.65436736
657,200548181.37108326
658,199905274.59695467
659,200181675.84307075
660,201131201.23823127
661,200360105.21815842
662,199549046.7495333
663,199873583.30576634
664,200703928.38890702
665,199617629.44685137
666,200690630.56614217
667,199736113.623159
668,200132670.9840804
669,200056266.40785125
670,200113754.34605104
671,200837699.11940476
672,199656862.95919293
673,200553248.57704937
674,200145256.1871065
675,199582182.133301
676,199849605.4359708
677,200535733.3101488
678,199624570.58593488
679,200419199.13327396
680,199823535.66482776
681,199458171.81288126
682,200264654.68202278
683,200263116.63733742
684,200283664.29499647
685,200409966.9291699
686,200455217.30781594
687,200271100.56963933
688,200225430.54978436
689,200767484.4529039
690,199811420.9369665
691,200985896.29247892
692,199483467.447071
693,199670231.467176
694,200874779.90234393
695,199862477.60908163
696,199703268.2209466
697,200190352.68909216
698,200710778.7147355
699,200746091.1315964
700,200305518.16861248
701,200322908.93287247
702,199589866.50247794
703,199229255.99387068
704,200023356.72177473
705,199982221.50441968
706,199886354.81575027
707,200296265.43475378
708,199757644.63728663
709,200419396.50957784
710,200111864.83447745
711,200151891.72586718
712,200520174.47054356
713,199719732.91860205
714,200491313.23386276
715,199883843.76540163
716,200256016.26135427
717,199843100.66614684
718,199814100.8328876
719,199742582.35861862
720,199564937.49229184
721,199378804.01287854
722,200234000.56616724
723,200352953.043115
724,200088278.30179545
725,200185807.16144267
726,199629232.18530074
727,200972960.32512435
728,200816979.3348984
729,200011687.76554197
730,200802790.61073452
731,200011498.9462736
732,200104548.36529034
733,199858374.97128323
734,199899880.8282239
735,200300657.4407858
736,200430808.23870307
737,199843949.07536215
738,200092615.68751866
739,200206668.42820558
740,199919552.0576098
741,199268352.28341398
742,199820560.88535884
743,200071658.0634421
744,200140297.37797213
745,200453699.61881906
746,200242137.69515064
747,200329574.6566269
748,200031172.58592823
749,199703864.63775387
750,200944265.81738132
751,200288722.4024911
752,200314613.5095414
753,200885287.70485815
754,200035022.92853624
755,200275598.05861846
756,200169180.95731974
757,200286784.75804323
758,199734219.75498343
759,200146926.1672395
760,199831981.85778448
761,200372340.21235704
762,200310399.62129858
763,199712079.19705036
764,200860500.9447866
765,200748390.91373822
766,199872452.14043272
767,200200355.68314177
768,200783620.4723974
769,200273058.10879236
770,200311904.90390176
771,199970753.14039803
772,200080388.37181848
773,200531329.16700733
774,200695832.74625075
775,200090672.98487103
776,200125057.300903
777,200131703.38289154
778,200250737.84881106
779,200478016.2200782
780,199716999.05740112
781,199233383.44293922
782,200160357.47434446
783,200324794.85117447
784,200168658.89400795
785,200278396.07750344
786,199702393.78103456
787,200060864.68283293
788,199662013.61387235
789,200074597.89169994
790,199482933.4142256
791,200518442.74953276
792,200530979.25405833
793,199831285.3406815
794,199528235.10061175
795,200117417.52696234
796,200569817.75896287
797,200318117.8385423
798,200178565.80293268
799,199588297.65119985
800,200550657.45769078
801,200360513.62466583
802,200648428.96628648
803,199271889.21040004
804,199985327.67477003
805,199610216.66083345
806,199963968.80647272
807,199757187.11369327
808,200559383.9938635
809,200208759.98538247
810,199884064.85776561
811,200020526.40190974
812,200523826.4788883
813,200210652.88030478
814,199689603.1771542
815,200331312.87063164
816,200239863.8159444
817,200365461.4621507
818,199630399.1606507
819,199942275.80318034
820,199665373.89976582
821,200078042.53876832
822,200481375.38450146
823,199878415.61572814
824,200822567.9529001
825,200765523.5481281
826,199858342.69114932
827,200283821.5123369
828,200036299.81789282
829,199967068.5933264
830,200869755.97858655
831,199856462.84409854
832,200358779.0628229
833,200189270.33988795
834,200222050.90791824
835,200623433.37450886
836,200366893.8786268
837,199866026.0835038
838,200785347.99853158
839,200450724.50413808
840,200341116.4981175
841,200722668.76150128
842,200304641.87019166
843,200015927.54244116
844,199830883.7813204
845,200027639.83865538
846,199696753.61096555
847,200398845.1496825
848,200239798.7388444
849,199889918.77034667
850,200550062.89365226
851,200955665.3909299
852,200129282.6566198
853,200140219.92224142
854,200015411.56629178
855,200210274.29491198
856,199679303.7089254
857,200163330.4670667
858,200318075.2478031
859,200120854.49741268
860,200042520.52038327
861,200309939.14412695
862,199691052.84152505
863,200329200.59192798
864,199575412.88205534
865,199978212.09662184
866,200468651.52183905
867,199978452.64265555
868,200279201.20288038
869,200026116.23823258
870,200288257.20584378
871,199953204.34966984
872,200105088.34695172
873,200029412.16407388
874,200021658.41671303
875,199727757.7289539
876,200787312.90707564
877,200412255.11187586
878,199702099.28910238
879,200563655.5924083
880,200155164.87906888
881,200302497.11779398
882,200133203.02476966
883,200049246.95615217
884,200384400.56644237
885,199909400.46257246
886,200205009.57143936
887,200267614.49564272
888,200289922.39474946
889,199621753.86168152
890,200620196.30826288
891,199792716.45186096
892,200170212.17190874
893,200100759.4363461
894,200553797.60948727
895,200288713.02363044
896,199985934.4231138
897,200113994.06696045
898,200372062.75386775
899,200942686.50080967
900,200482657.3788768
901,200394765.29627475
902,200162842.65056843
903,200496117.39445254
904,199826215.06704205
905,200537211.92042932
906,200158445.86728904
907,199570107.5303263
908,200790629.6291844
909,199502612.36841083
910,200682362.36813617
911,200243498.59440365
912,199927305.28772908
913,199676085.83427963
914,199991932.21179876
915,199878744.45767978
916,200191788.86124584
917,200486466.60825738
918,200828293.11446336
919,200122183.08225852
920,199670802.23944932
921,200368461.06404838
922,199979878.3165314
923,200578817.15050405
924,199328520.1093955
925,199715820.92144674
926,200438270.40720585
927,199785648.52003786
928,200010969.92056224
929,200547766.6784543
930,200521715.62227866
931,199781619.5263396
932,200484383.9490233
933,199755572.78694168
934,199906755.22984257
935,199658505.73556694
936,199425602.30575234
937,199507723.38765082
938,200399021.64710394
939,199571281.64582542
940,199933085.5740471
941,199596545.85214046
942,199665857.32625648
943,200477166.4120113
944,200427632.52236512
945,201172689.80919474
946,199944148.63608763
947,199701386.1517062
948,200175340.74963427
949,199260792.2165799
950,199976999.0113562
951,199523465.12024498
952,200600194.95870346
953,200756272.8080079
954,200020897.04989997
955,200043608.03603414
956,199928738.15585154
957,200236693.39323395
958,200197455.12153667
959,199791463.97166717
960,200158055.6712956
961,200334059.0974027
962,200590556.12212896
963,200539937.94358298
964,200844900.19499603
965,200258308.38577366
966,199328706.1314931
967,200253714.19756112
968,199868905.66472802
969,200125752.8261231
970,200790112.43838397
971,200220096.60070926
972,200642313.67400706
973,199933853.34283248
974,200080433.58378637
975,200463695.53224903
976,200015464.16045016
977,199482173.34122515
978,200024866.25689876
979,200115393.77847874
980,199974872.84718087
981,200014644.41232854
982,200036939.86371103
983,199920538.2072335
984,199724059.70724732
985,200484501.73242286
986,199887914.58484924
987,199701312.38493827
988,200073423.62446296
989,199961339.39466372
990,200234208.07456842
991,199289885.40934664
992,200681495.91579422
993,200463605.3754382
994,200203404.88726223
995,200363048.53591296
996,200295054.1712342
997,200575458.13351458
998,200624132.07106864
999,200697444.65623438
1000,200316478.9675648
1001,199942319.8802026
1002,200582954.48639968
1003,199311725.47869775
1004,199082225.77059945
1005,199607910.0306589
1006,200086937.6426652
1007,199810879.35802364
1008,199869481.7935468
1009,200222416.62629837
1010,199906797.9497776
1011,200231958.4732804
1012,199726031.69343984
1013,199611242.76854804
1014,200543765.09862772
1015,200263412.45320222
1016,199895071.413344
1017,200686304.60743117
1018,199758051.05461502
1019,200190426.3764605
1020,199669647.87393737
1021,200209920.36799672
1022,200506239.7552317
1023,199755624.87513757
1024,200458111.06622186
1025,200547276.7029568
1026,199439975.6800149
1027,199887486.80353153
1028,200691832.2478685
1029,200366766.9863304
1030,200612902.4091545
1031,199760512.59011865
1032,200142718.19327167
1033,199725159.80506316
1034,200621267.8485283
1035,200210506.99982068
1036,200607822.75889108
1037,200564012.08771026
1038,200355501.86763832
1039,200456738.73314095
1040,200926327.30078793
1041,200140769.78520778
1042,200166192.22033128
1043,199650428.4095686
1044,200499052.21460053
1045,199808268.37665924
1046,199878849.22013822
1047,199562297.60188538
1048,200231969.2990414
1049,200540711.03164986
1050,200470779.57750517
1051,200462865.2034068
1052,200303060.5294099
1053,200101659.60870355
1054,200659639.2879835
1055,200245011.21268734
1056,199901649.23943946
1057,199393650.58120397
1058,200137165.71888557
1059,200610518.1556873
1060,200024622.05920982
1061,200092909.5145702
1062,200682171.18063426
1063,200192464.54909283
1064,200341281.46717638
1065,199853321.4468498
1066,200240215.85878003
1067,200290330.39913094
1068,200769344.12020376
1069,200234764.07779446
1070,200084106.42942494
1071,200677251.1609732
1072,200092002.95166734
1073,200317272.61547807
1074,200221279.20855504
1075,199588100.02143198
1076,199634724.1439824
1077,200371160.45174888
1078,200007228.98215142
1079,199791834.99633837
1080,200873453.3899415
1081,200265939.11276293
1082,200964969.26891348
1083,200592500.72522163
1084,200326543.76232007
1085,200181072.11496335
1086,200176603.23774964
1087,200455644.44465673
1088,199754629.61564568
1089,200745079.20911205
1090,199768218.66223294
1091,199881920.42107683
1092,200114963.20648617
1093,199518011.61719218
1094,200345174.7031235
1095,200038605.8850058
1096,200094478.33838993
1097,200288674.04771125
1098,199354417.45948172
1099,200609707.79938674
1100,200623760.1362199
1101,200130335.46897018
1102,200662126.00244188
1103,200419804.87685123
1104,200280822.41531906
1105,200767028.98175243
1106,199551843.62363517
1107,199644722.95526555
1108,199885544.64494595
1109,200612162.12136853
1110,201249213.71264583
1111,200204616.28760728
1112,200099255.65549222
1113,200153819.19080737
1114,200512988.66303128
1115,199874829.4346564
1116,200224083.93095648
1117,200005324.6228881
1118,198931837.57288465
1119,199937440.64240822
1120,199345468.10943305
1121,200051960.8922615
1122,199529431.45276755
1123,199866697.97182623
1124,199860861.58280548
1125,199867843.1056964
1126,200467978.4969506
1127,199912133.7129279
1128,201051846.57590634
1129,200163639.45975423
1130,199894972.7749859
1131,200112796.3118379
1132,200718511.18490696
1133,200438151.6322844
1134,200295380.2379929
1135,200411916.56799915
1136,200060625.72608414
1137,200134032.62584588
1138,199740160.65532017
1139,200482543.62274066
1140,200252345.95658836
1141,199523407.121328
1142,200399575.54690775
1143,200599663.73989043
1144,200195065.5442066
1145,200200533.6313592
1146,200190169.46463317
1147,200277155.22190627
1148,200188612.05908316
1149,200536544.74843305
1150,200231722.45683905
1151,200043294.55332443
1152,200557515.8854402
1153,199528988.89402
1154,200197907.25400317
1155,199982438.2597645
1156,200275971.94990188
1157,200806424.25504673
1158,200073649.20014474
1159,200813081.4176951
1160,200730598.55902377
1161,200143942.67020884
1162,199986877.76860157
1163,199947385.45118645
1164,200122208.35123503
1165,199723390.99584612
1166,200419005.40771648
1167,199768762.85423428
1168,200039777.97079024
1169,199838398.76277643
1170,199580962.8553083
1171,199692218.24817073
1172,200052769.53609103
1173,200149201.77259192
1174,199909902.0030007
1175,200151906.71635067
1176,199456436.4878925
1177,200206614.26949114
1178,199932584.4741318
1179,201164375.69326752
1180,200067460.35617295
1181,200167133.99671113
1182,199890402.75646776
1183,200366299.41967347
1184,199537312.13081044
1185,200769126.6139525
1186,200627141.6484373
1187,199668327.4489498
1188,200229160.00104147
1189,200612615.09867135
1190,199946856.2827137
1191,200546587.4786484
1192,199394902.55726355
1193,199627978.44972587
1194,200618274.200922
1195,200156200.2051748
1196,200128728.59445179
1197,200085635.1285347
1198,199796466.81381607
1199,199796369.59722635
1200,200905136.0229008
1201,199863374.71148917
1202,200151944.62949458
1203,200502627.66472358
1204,200835818.15354612
1205,200584969.02030528
1206,199848233.78581125
1207,199931327.17887357
1208,201113293.76693502
1209,200580598.05871046
1210,200652652.32489982
1211,200176067.4743128
1212,199726210.61865833
1213,200337602.85447237
1214,199707354.37851727
1215,200216151.0188354
1216,200689866.299185
1217,201359296.4459328
1218,200696775.86798298
1219,200519920.62108508
1220,200653195.39658254
1221,200825274.98737717
1222,200648664.22977424
1223,199773974.93453848
1224,199753707.0502299
1225,200695510.88070035
1226,199741852.51089576
1227,200474553.59355268
1228,200141273.13914722
1229,200244967.1479256
1230,200500712.9883851
1231,199831753.1307801
1232,200443847.0843686
1233,200540010.03701207
1234,199627451.31868392
1235,199864623.597709
1236,200247280.67478007
1237,199473492.3365226
1238,200128827.11248434
1239,200329995.89445275
1240,199870793.2824637
1241,200666168.3266964
1242,199913859.22629216
1243,200169290.01729265
1244,199694429.6608615
1245,200112184.62549406
1246,200054312.01474953
1247,199910492.76751545
1248,200922332.35374308
1249,199471158.49870923
1250,199639751.65053996
1251,200118075.74290568
1252,199839421.08254588
1253,199624694.21876115
1254,200398011.37480223
1255,200753789.4840179
1256,200233386.4521865
1257,200216745.884996
1258,199590491.13127157
1259,200004472.7897143
1260,200624255.79088348
1261,200141920.70292127
1262,200285017.70947
1263,200161829.7295245
1264,200358466.10042703
1265,200427523.44013008
1266,201268317.289357
1267,200204582.39958584
1268,199861642.60290164
1269,200092405.3496166
1270,199634350.9816722
1271,199513199.6834899
1272,200545812.4907231
1273,200481044.06520396
1274,200064099.32507238
1275,200816434.26472023
1276,200399003.01010036
1277,200048176.89540473
1278,199756692.17044243
1279,200508818.85550034
1280,200187908.71032757
1281,200317309.470697
1282,200310725.00427324
1283,199991037.1417077
1284,200465790.38970003
1285,200013125.74247342
1286,201149383.6164122
1287,200622375.57820624
1288,200346088.25739577
1289,199714837.82842007
1290,199565276.4339138
1291,199682533.98894727
1292,200393473.407029
1293,200193029.07500514
1294,200621966.42073816
1295,200636195.89372563
1296,200211526.24218023
1297,200020521.09008747
1298,200325754.97302622
1299,200542940.27679136
1300,200191844.31409425
1301,199845652.63703656
1302,200116967.87216228
1303,199866408.32533655
1304,200263384.16248038
1305,200483192.64065164
1306,200179132.01169956
1307,199295418.6190803
1308,199415779.55169135
1309,200931994.29215062
1310,200356096.81243327
1311,200234170.05137426
1312,199657674.08376145
1313,200586304.5013303
1314,200688356.24551064
1315,199833600.8774155
1316,199593401.09788322
1317,199722004.11557323
1318,199499211.9414874
1319,200271028.73773623
1320,200619780.79759574
1321,199807189.42128113
1322,200172527.34100023
1323,199767266.94816464
1324,200532254.4576678
1325,200679951.810124
1326,200599989.65261936
1327,200330310.5616121
1328,199882132.86993605
1329,199644377.10297287
1330,200670937.89045843
1331,200006667.17524073
1332,200039491.28504866
1333,200207209.40358463
1334,199805241.39149284
1335,201031200.25182816
1336,200093543.49200237
1337,199828903.24563152
1338,200503683.44191915
1339,200562819.65618005
1340,200164791.73633477
1341,199585241.78377837
1342,200375520.62396204
1343,200217128.92613202
1344,199646982.99866787
1345,200493082.4347159
1346,199590193.21393538
1347,200246155.53973985
1348,198854917.36572003
1349,199663444.30159196
1350,200086612.06033233
1351,199647033.83923686
1352,200095132.8091414
1353,199624803.40716207
1354,200473827.9753565
1355,199667187.7398823
1356,199860678.2085768
1357,200760814.01979345
1358,200539666.56687102
1359,199769084.24827343
1360,200581964.19321787
1361,199643002.0336877
1362,199750254.8872827
1363,200460889.52448276
1364,200309661.26018736
